contractor_id,district_id,company_size,years_active,number_of_workers,complaint_count,resolved_cases,average_delay_days,average_wage_gap,risk_index,NGO_reports,inspection_history,blacklisted
C09036,D058,4,1.2,4,1,0,1.6,32.46,9.44,0,3,False
C09037,D012,6,5.3,6,1,0,6.8,1.96,12.07,0,2,False
C09038,D011,7,3.6,7,1,0,1.8,12.04,13.72,1,2,False
C09039,D054,9,1.3,9,1,0,1.8,3.74,6.32,1,3,False
C09040,D053,9,2.6,9,2,1,7.8,76.3,35.1,2,2,False
C09041,D068,11,2.3,11,5,3,5.2,45.57,39.64,1,3,False
C09042,D067,21,21.9,21,7,6,0.9,28.87,26.88,1,0,False
C09043,D036,5,9.6,5,5,1,7.6,0.0,12.32,0,2,False
C09044,D048,39,2.5,39,8,7,21.1,66.79,30.05,2,1,False
C09045,D064,3,12.3,3,5,3,1.5,3.85,24.04,0,2,False
C09046,D087,22,2.1,22,5,3,0.3,0.0,14.51,0,0,False
C09047,D002,63,5.5,63,6,4,32.2,46.58,25.85,0,2,False
C09048,D036,10,17.0,10,6,3,5.8,24.22,27.17,3,1,False
C09049,D052,14,2.5,14,11,8,3.8,70.38,39.34,3,3,False
C09050,D001,4,5.7,4,4,3,0.8,43.22,27.6,0,2,False
C09051,D070,7,1.8,7,5,3,4.5,0.12,15.33,0,4,False
C09052,D096,58,1.5,58,2,1,1.0,0.0,2.93,0,2,False
C09053,D040,25,4.3,25,6,3,16.8,25.42,28.09,0,1,False
C09054,D037,18,19.4,18,3,1,1.6,35.22,33.44,0,1,False
C09055,D009,1,3.0,1,6,3,13.8,0.0,12.19,1,2,False
C09056,D018,5,13.9,5,2,1,8.4,19.59,17.36,1,1,False
C09057,D093,69,12.3,69,7,5,22.3,53.7,26.29,1,2,False
C09058,D065,18,1.5,18,2,1,0.3,54.89,5.97,0,1,False
C09059,D048,20,2.6,20,2,1,13.0,28.71,24.07,1,0,False
C09060,D009,14,5.2,14,1,0,2.9,13.8,8.76,1,1,False
C09061,D074,6,3.6,6,5,4,1.3,16.9,17.3,1,2,False
C09062,D030,16,0.5,16,3,1,6.8,6.8,12.97,0,3,False
C09063,D080,2,25.3,2,3,2,8.7,17.96,21.15,3,0,False
C09064,D096,2,7.0,2,2,1,5.5,29.1,18.49,2,2,False
C09065,D015,5,2.9,5,1,0,47.7,79.19,36.88,1,0,False
C09066,D064,14,4.8,14,1,0,1.3,10.08,4.69,0,1,False
C09067,D052,2,0.5,2,7,3,11.3,57.57,40.69,0,1,False
C09068,D051,13,3.4,13,3,2,6.3,41.45,21.77,0,2,False
C09069,D008,4,13.4,4,5,3,10.1,57.66,42.75,2,0,False
C09070,D084,5,11.3,5,8,5,17.0,25.2,18.14,0,0,False
C09071,D084,44,2.1,44,2,1,5.4,32.16,7.9,0,3,False
C09072,D100,12,3.8,12,5,4,6.5,49.39,17.19,0,0,False
C09073,D056,4,6.0,4,5,4,17.0,36.44,32.1,0,3,False
C09074,D067,14,2.1,14,0,0,0.6,22.45,4.14,0,3,False
C09075,D022,2,0.3,2,3,2,13.3,11.31,12.52,2,2,False
C09076,D002,17,3.5,17,0,0,0.7,0.0,2.01,0,2,False
C09077,D001,36,4.6,36,4,2,35.0,77.91,38.97,3,1,False
C09078,D081,23,0.0,23,6,4,5.0,29.86,24.77,0,2,False
C09079,D049,105,0.5,105,4,3,0.0,34.01,13.62,1,1,False
C09080,D037,1,1.2,1,2,0,0.6,0.0,8.75,0,0,False
C09081,D100,13,2.1,13,4,2,6.8,26.44,18.48,0,2,False
C09082,D088,3,3.9,3,5,4,6.4,28.8,29.56,2,3,False
C09083,D086,10,1.7,10,4,3,15.9,77.33,32.75,1,1,False
C09084,D017,12,1.6,12,6,3,2.6,29.21,23.36,0,3,False
C09085,D090,119,10.2,119,5,0,12.0,39.17,15.01,0,0,False
C09086,D091,11,0.8,11,2,1,0.4,31.62,16.41,0,0,False
C09087,D066,11,3.4,11,6,3,12.7,20.58,20.82,0,1,False
C09088,D082,33,15.3,33,5,3,7.7,57.87,25.91,1,2,False
C09089,D064,11,4.9,11,5,4,12.2,31.52,22.31,1,2,False
C09090,D001,76,6.3,76,4,3,7.7,43.53,22.38,1,0,False
C09091,D029,23,2.8,23,4,2,8.6,27.38,14.64,0,1,False
C09092,D002,27,0.1,27,12,5,10.1,84.48,50.88,1,1,False
C09093,D057,1,5.2,1,9,7,6.4,48.35,26.35,0,0,False
C09094,D045,88,5.0,88,6,3,0.1,53.8,26.68,2,0,False
C09095,D019,6,0.6,6,6,3,7.9,36.72,17.8,0,2,False
C09096,D039,12,3.1,12,5,3,0.6,25.8,15.82,0,0,False
C09097,D079,6,12.3,6,2,1,3.5,28.96,12.19,1,0,False
C09098,D002,4,1.1,4,6,3,7.1,63.19,40.0,2,2,False
C09099,D095,3,3.1,3,1,0,22.2,39.54,21.15,2,3,False
C09100,D067,13,3.1,13,3,2,2.1,0.0,16.53,0,3,False
C09101,D093,1,8.3,1,4,3,7.5,1.07,19.41,0,2,False
C09102,D099,9,8.7,9,2,1,5.1,32.6,11.13,2,1,False
C09103,D086,35,7.1,35,4,2,33.3,43.98,27.97,0,0,False
C09104,D069,22,2.3,22,1,0,0.6,0.0,11.6,0,1,False
C09105,D094,18,0.4,18,1,0,4.1,12.95,8.87,0,2,False
C09106,D032,4,2.1,4,2,1,2.6,32.78,19.48,1,4,False
C09107,D056,2,5.7,2,0,0,1.2,36.49,8.29,0,1,False
C09108,D038,34,6.1,34,4,3,4.2,28.43,18.14,0,3,False
C09109,D094,7,16.8,7,10,7,6.1,87.94,41.3,0,2,False
C09110,D094,11,3.0,11,3,1,5.2,45.18,22.71,1,0,False
C09111,D020,9,5.0,9,3,1,8.5,56.58,42.37,4,4,False
C09112,D006,23,3.9,23,1,0,0.3,0.0,8.33,1,3,False
C09113,D037,76,0.8,76,4,3,0.1,29.28,20.27,2,2,False
C09114,D066,52,3.1,52,10,3,1.4,103.5,62.17,3,5,False
C09115,D089,1,3.9,1,5,3,5.7,47.57,16.24,0,3,False
C09116,D052,8,15.1,8,5,3,5.6,26.43,15.1,1,1,False
C09117,D085,3,2.3,3,2,1,1.1,13.13,8.86,0,2,False
C09118,D049,31,19.6,31,7,2,2.2,16.54,35.71,0,2,False
C09119,D029,12,3.9,12,2,1,3.3,31.67,9.47,1,0,False
C09120,D078,22,1.4,22,3,1,0.8,41.69,13.78,1,4,False
C09121,D001,8,1.1,8,2,1,8.0,18.62,16.81,0,0,False
C09122,D020,4,0.8,4,7,5,7.6,65.73,34.15,2,0,False
C09123,D025,5,3.0,5,2,1,0.2,25.97,21.47,0,2,False
C09124,D065,2,0.1,2,3,1,3.0,31.19,22.96,1,1,False
C09125,D079,3,2.9,3,5,2,18.9,38.22,24.65,0,2,False
C09126,D017,2,22.3,2,6,3,8.9,26.36,29.13,1,0,False
C09127,D001,4,5.5,4,1,0,5.9,51.56,9.8,0,1,False
C09128,D047,4,7.1,4,10,7,12.3,26.13,29.86,1,0,False
C09129,D029,18,0.6,18,3,1,7.9,12.17,21.92,0,1,False
C09130,D100,17,3.2,17,5,3,1.1,101.79,57.54,1,2,False
C09131,D014,18,1.7,18,7,3,9.9,68.9,43.12,1,1,False
C09132,D079,39,11.2,39,3,2,3.3,30.49,22.96,0,1,False
C09133,D023,11,1.0,11,3,2,3.3,12.19,14.07,0,3,False
C09134,D038,5,3.1,5,3,2,2.2,22.79,17.5,1,1,False
C09135,D057,111,4.4,111,4,2,21.8,13.28,20.01,2,2,False
C09136,D091,30,3.6,30,0,0,15.1,67.3,18.47,0,2,False
C09137,D025,14,8.9,14,1,0,8.6,0.54,13.56,0,0,False
C09138,D076,13,1.3,13,0,0,0.4,0.0,5.95,0,0,False
C09139,D023,16,2.4,16,7,4,11.6,54.91,32.29,0,2,False
C09140,D036,9,7.9,9,2,1,4.5,51.67,7.95,0,0,False
C09141,D050,13,3.8,13,7,4,8.7,78.2,30.65,0,1,False
C09142,D018,20,2.6,20,3,2,5.4,36.27,11.68,1,1,False
C09143,D018,5,0.1,5,1,0,6.6,41.8,28.5,0,0,False
C09144,D055,2,7.0,2,2,1,0.9,10.28,4.45,1,2,False
C09145,D063,1,17.9,1,4,3,4.5,0.0,13.1,2,1,False
C09146,D079,29,4.8,29,0,0,0.8,53.89,7.75,0,0,False
C09147,D072,2,9.7,2,2,1,7.8,33.16,11.67,1,4,False
C09148,D089,19,3.6,19,12,9,6.1,120.57,52.51,2,0,False
C09149,D070,3,1.3,3,11,8,0.7,63.85,40.16,0,1,False
C09150,D018,3,0.1,3,8,6,10.3,53.53,28.14,2,2,False
C09151,D060,5,5.3,5,3,2,4.7,29.86,6.38,0,1,False
C09152,D037,14,3.4,14,6,4,6.0,23.19,42.28,2,2,False
C09153,D005,3,7.6,3,6,4,1.7,25.17,20.63,0,2,False
C09154,D060,6,5.9,6,3,1,4.2,41.1,22.61,0,2,False
C09155,D028,11,22.1,11,10,2,27.7,112.46,47.42,1,2,False
C09156,D001,3,3.6,3,4,3,7.0,63.39,24.83,1,0,False
C09157,D084,50,2.8,50,4,2,7.8,67.48,33.45,1,2,False
C09158,D086,2,1.7,2,1,0,3.7,10.15,3.98,0,1,False
C09159,D074,9,3.2,9,2,1,2.2,13.79,10.9,0,1,False
C09160,D024,43,10.3,43,6,4,0.6,0.0,8.58,1,0,False
C09161,D064,3,0.2,3,5,4,0.7,27.44,6.6,0,2,False
C09162,D068,10,19.1,10,2,1,1.6,7.19,8.18,0,3,False
C09163,D024,13,25.0,13,3,2,2.6,19.9,16.64,0,0,False
C09164,D054,5,4.6,5,3,2,3.1,37.94,18.96,1,4,False
C09165,D092,11,2.0,11,0,0,1.3,4.78,9.78,0,0,False
C09166,D090,21,1.3,21,4,3,22.6,62.34,25.18,1,1,False
C09167,D079,7,1.6,7,12,7,0.0,50.5,33.61,2,1,False
C09168,D061,26,0.3,26,3,2,4.6,13.77,16.63,1,0,False
C09169,D071,18,3.2,18,2,1,3.2,12.76,7.57,0,1,False
C09170,D033,6,0.3,6,2,1,4.4,42.04,18.17,0,2,False
C09171,D006,37,6.3,37,1,0,2.2,0.0,3.71,1,1,False
C09172,D093,5,2.3,5,3,2,24.3,29.41,25.22,0,0,False
C09173,D048,28,1.1,28,3,2,0.9,39.79,16.95,0,1,False
C09174,D043,5,3.9,5,1,0,1.1,29.38,8.58,0,1,False
C09175,D090,8,18.2,8,7,4,3.9,16.02,27.19,2,1,False
C09176,D033,10,5.9,10,3,1,11.9,30.2,16.64,0,3,False
C09177,D094,17,3.4,17,2,1,5.5,43.72,14.31,2,1,False
C09178,D022,1,7.5,1,7,4,12.3,0.0,22.32,0,0,False
C09179,D099,19,6.7,19,0,0,4.3,30.48,6.39,0,2,False
C09180,D095,10,11.1,10,8,3,0.1,72.64,24.09,1,1,False
C09181,D028,16,1.1,16,5,3,1.7,29.1,15.1,0,1,False
C09182,D055,20,9.8,20,13,10,3.6,69.89,58.94,3,3,False
C09183,D092,18,1.8,18,2,1,15.6,21.37,11.6,0,2,False
C09184,D098,1,14.2,1,2,1,2.1,22.91,15.72,1,1,False
C09185,D081,4,1.6,4,3,2,5.4,1.39,21.52,2,1,False
C09186,D083,16,13.1,16,10,6,1.3,24.85,44.62,3,1,False
C09187,D012,14,16.6,14,2,1,0.6,0.0,2.51,0,0,False
C09188,D053,5,0.8,5,7,6,9.0,0.0,20.57,0,1,False
C09189,D064,25,18.3,25,3,1,2.5,0.0,7.57,1,2,False
C09190,D043,9,0.4,9,4,3,8.8,35.4,35.45,0,1,False
C09191,D090,29,1.2,29,3,2,0.9,4.86,13.39,0,0,False
C09192,D038,40,2.9,40,1,0,1.6,0.0,4.68,0,3,False
C09193,D092,16,25.3,16,4,2,0.1,17.34,5.94,0,2,False
C09194,D058,21,3.4,21,3,1,0.6,19.55,14.84,1,0,False
C09195,D012,6,4.0,6,0,0,0.5,0.0,4.99,0,1,False
C09196,D080,29,5.9,29,2,1,0.7,13.94,8.71,0,4,False
C09197,D047,15,17.3,15,1,0,0.9,42.23,9.29,0,3,False
C09198,D057,9,7.6,9,7,3,3.8,60.86,26.71,1,6,False
C09199,D040,3,1.3,3,10,6,0.7,54.74,35.9,2,0,False
C09200,D004,7,1.8,7,4,3,3.7,40.09,21.57,0,2,False
C09201,D057,4,0.5,4,11,7,7.9,96.03,25.61,1,0,False
C09202,D099,26,5.2,26,1,0,5.7,24.58,19.86,0,3,False
C09203,D070,41,1.0,41,1,0,0.2,18.83,8.08,0,3,False
C09204,D063,30,1.5,30,11,7,5.1,64.82,38.6,4,0,False
C09205,D003,146,11.0,146,2,0,3.5,10.02,18.52,0,0,False
C09206,D098,7,2.0,7,4,3,1.0,59.83,28.33,2,2,False
C09207,D002,22,4.2,22,1,0,6.2,5.87,20.9,0,2,False
C09208,D023,3,2.5,3,3,1,6.3,3.37,15.76,0,2,False
C09209,D020,10,0.4,10,3,1,0.0,18.96,17.66,0,1,False
C09210,D013,2,2.3,2,10,6,24.4,50.26,45.62,1,0,False
C09211,D082,21,2.6,21,7,5,9.5,51.23,33.73,1,0,False
C09212,D070,8,11.3,8,1,0,0.0,0.0,2.83,0,5,False
C09213,D029,1,2.0,1,6,4,5.7,36.63,17.49,0,2,False
C09214,D020,6,2.4,6,7,5,14.5,41.92,28.51,0,0,False
C09215,D055,73,7.6,73,1,0,6.8,18.51,10.87,0,2,False
C09216,D038,18,7.1,18,2,1,3.0,15.6,14.63,0,0,False
C09217,D023,26,8.0,26,4,1,1.9,36.63,14.63,0,3,False
C09218,D034,13,15.4,13,0,0,0.9,0.0,7.41,0,2,False
C09219,D022,10,7.9,10,3,2,0.3,5.46,13.92,0,1,False
C09220,D072,12,2.6,12,8,5,2.4,46.81,26.55,0,0,False
C09221,D027,15,8.6,15,7,6,3.4,49.18,49.39,2,5,False
C09222,D005,4,3.6,4,5,4,5.7,17.12,19.04,0,2,False
C09223,D096,26,1.6,26,7,5,1.6,58.42,28.61,0,2,False
C09224,D084,37,1.8,37,0,0,1.1,24.15,3.17,0,0,False
C09225,D098,10,1.3,10,2,1,3.3,2.37,10.27,0,4,False
C09226,D100,7,0.8,7,3,2,2.4,38.26,12.36,0,1,False
C09227,D047,5,1.0,5,7,5,0.1,46.82,28.35,4,0,False
C09228,D082,70,0.3,70,10,8,8.5,76.93,59.9,1,4,False
C09229,D056,7,11.0,7,7,3,2.9,117.83,76.0,1,2,False
C09230,D011,23,13.4,23,0,0,0.8,38.39,1.6,0,2,False
C09231,D079,10,4.4,10,6,2,17.3,67.97,29.96,0,1,False
C09232,D090,9,9.2,9,6,5,0.2,29.38,18.77,0,2,False
C09233,D006,5,1.0,5,4,3,3.9,58.34,19.99,2,4,False
C09234,D049,4,11.6,4,3,1,5.8,40.04,14.18,0,3,False
C09235,D052,25,3.5,25,5,4,2.6,3.92,23.83,1,1,False
C09236,D063,4,0.3,4,2,1,3.0,0.0,12.75,0,1,False
C09237,D057,19,0.8,19,9,4,17.7,26.04,33.73,1,0,False
C09238,D022,13,1.8,13,9,4,4.4,22.82,27.39,0,1,False
C09239,D021,25,0.2,25,9,6,1.4,23.88,31.47,1,4,False
C09240,D047,6,1.9,6,4,3,16.2,24.8,21.13,2,2,False
C09241,D056,35,0.3,35,3,2,1.0,17.19,6.51,0,2,False
C09242,D087,10,1.3,10,4,1,2.4,19.04,18.45,1,1,False
C09243,D065,162,1.5,162,1,0,3.9,12.59,13.84,1,2,False
C09244,D096,2,25.9,2,3,2,5.7,24.39,10.77,1,2,False
C09245,D061,138,1.3,138,1,0,15.5,33.31,15.01,0,0,False
C09246,D003,10,1.4,10,4,2,3.4,14.24,11.18,0,1,False
C09247,D081,15,5.8,15,3,2,1.7,24.14,13.42,1,3,False
C09248,D044,6,9.8,6,1,0,2.5,0.0,14.51,0,2,False
C09249,D041,2,2.4,2,6,3,14.0,70.92,40.64,1,6,False
C09250,D038,7,10.4,7,2,0,17.9,32.71,17.4,1,2,False
C09251,D052,8,2.1,8,1,0,13.5,46.73,10.93,2,2,False
C09252,D040,14,1.1,14,4,3,7.1,40.93,21.47,0,1,False
C09253,D024,37,2.0,37,6,4,2.2,37.57,16.53,1,2,False
C09254,D001,14,4.7,14,5,4,4.3,0.0,25.14,2,1,False
C09255,D032,15,2.3,15,7,4,23.6,18.02,28.3,2,0,False
C09256,D019,17,5.6,17,1,0,1.6,12.22,3.97,0,1,False
C09257,D044,2,1.4,2,4,1,2.9,41.66,23.45,1,1,False
C09258,D014,2,6.0,2,6,5,2.8,8.31,12.83,1,1,False
C09259,D064,2,2.1,2,6,4,6.0,26.44,29.94,0,1,False
C09260,D034,8,3.0,8,4,2,4.2,4.62,7.58,0,2,False
C09261,D038,1,4.1,1,4,2,0.1,2.99,22.8,0,1,False
C09262,D100,6,5.8,6,2,1,6.2,4.12,15.64,0,2,False
C09263,D043,3,1.4,3,8,4,2.4,73.08,40.88,1,3,False
C09264,D042,19,9.0,19,8,5,3.8,18.99,33.39,1,4,False
C09265,D012,18,6.4,18,1,0,1.8,28.69,5.56,0,1,False
C09266,D097,9,1.3,9,11,5,13.2,39.96,26.32,1,4,False
C09267,D088,1,18.4,1,3,1,16.9,72.05,42.76,3,1,False
C09268,D042,9,5.5,9,0,0,1.5,18.61,15.1,0,1,False
C09269,D100,16,3.0,16,3,2,7.3,48.18,33.05,1,1,False
C09270,D016,27,0.9,27,4,2,3.8,29.57,33.6,0,0,False
C09271,D045,70,3.8,70,0,0,2.2,42.11,11.79,1,0,False
C09272,D009,37,0.9,37,2,1,3.4,22.87,11.76,0,1,False
C09273,D085,14,2.8,14,7,3,0.5,79.31,25.52,0,1,False
C09274,D035,9,2.6,9,1,0,6.2,29.08,6.55,0,4,False
C09275,D021,5,6.4,5,6,4,9.4,48.98,39.28,1,1,False
C09276,D073,47,1.1,47,3,2,3.4,3.94,19.66,0,3,False
C09277,D005,14,8.6,14,5,4,3.5,37.92,17.94,2,2,False
C09278,D091,22,2.0,22,0,0,1.2,12.09,2.27,0,1,False
C09279,D077,6,2.9,6,3,1,0.8,12.81,22.42,1,2,False
C09280,D099,3,7.4,3,5,3,16.0,27.8,22.61,1,0,False
C09281,D016,8,4.9,8,5,3,1.8,21.2,22.94,0,7,False
C09282,D019,8,1.8,8,4,2,4.5,11.85,12.69,1,1,False
C09283,D041,14,2.4,14,11,10,16.8,102.74,68.82,2,2,False
C09284,D088,5,1.8,5,1,0,6.5,15.22,15.03,1,4,False
C09285,D028,12,4.5,12,5,3,1.3,61.23,25.3,1,0,False
C09286,D039,39,2.0,39,7,5,15.1,30.83,29.71,0,4,False
C09287,D025,2,6.5,2,3,2,3.5,0.92,10.98,0,1,False
C09288,D042,1,4.3,1,4,2,2.5,0.0,5.55,1,1,False
C09289,D089,42,0.8,42,4,2,3.6,47.37,17.88,0,1,False
C09290,D076,2,1.9,2,8,5,18.3,70.1,34.58,3,0,False
C09291,D044,8,1.3,8,0,0,1.3,19.48,2.85,0,2,False
C09292,D021,22,2.5,22,0,0,0.7,13.07,12.88,1,1,False
C09293,D049,11,3.6,11,2,1,9.8,4.6,9.61,0,1,False
C09294,D028,11,3.5,11,1,0,31.5,55.6,29.45,0,3,False
C09295,D052,13,7.0,13,4,2,29.5,25.15,24.14,0,0,False
C09296,D024,151,1.0,151,7,5,0.6,42.71,20.68,0,1,False
C09297,D016,72,14.6,72,3,2,9.0,42.24,21.87,1,1,False
C09298,D073,6,2.1,6,9,7,17.1,84.55,55.96,0,1,False
C09299,D004,34,1.8,34,4,3,16.3,95.3,14.66,1,4,False
C09300,D077,20,5.8,20,1,0,2.0,10.72,6.94,0,0,False
C09301,D053,11,8.2,11,3,2,6.1,60.85,17.5,0,3,False
C09302,D084,4,2.4,4,8,6,0.8,94.77,46.89,3,2,False
C09303,D004,19,6.9,19,1,0,0.7,9.95,6.19,0,2,False
C09304,D046,8,10.8,8,3,1,5.0,17.75,16.63,2,1,False
C09305,D074,8,7.3,8,3,2,0.7,0.0,6.75,0,1,False
C09306,D017,5,0.2,5,1,0,0.6,18.65,3.55,0,2,False
C09307,D058,33,8.8,33,0,0,3.2,24.62,5.56,0,0,False
C09308,D092,5,7.4,5,6,5,27.5,28.59,26.24,1,1,False
C09309,D016,5,5.5,5,1,0,14.2,7.7,11.96,0,0,False
C09310,D001,26,7.1,26,4,2,4.7,16.51,22.36,2,4,False
C09311,D051,10,19.4,10,10,7,5.6,58.96,29.91,0,0,False
C09312,D046,10,2.8,10,1,0,1.4,38.25,8.24,0,0,False
C09313,D036,34,0.3,34,3,2,0.0,6.86,17.47,0,2,False
C09314,D069,45,3.1,45,1,0,7.3,19.5,25.36,1,1,False
C09315,D043,1,0.2,1,11,8,0.9,66.08,46.03,0,1,False
C09316,D089,10,1.7,10,13,4,33.0,82.96,44.24,2,4,False
C09317,D092,2,4.4,2,0,0,0.3,13.68,2.41,0,1,False
C09318,D052,8,1.9,8,8,7,5.9,64.96,27.53,2,1,False
C09319,D092,12,5.8,12,4,2,19.1,0.0,27.13,0,1,False
C09320,D100,8,8.6,8,2,1,5.8,14.34,15.8,0,0,False
C09321,D054,4,2.7,4,1,0,0.7,46.44,16.61,0,3,False
C09322,D054,4,11.5,4,6,4,6.1,59.28,17.11,0,4,False
C09323,D062,25,0.4,25,0,0,0.5,0.0,1.77,0,2,False
C09324,D082,56,9.2,56,3,2,11.5,26.73,24.7,0,0,False
C09325,D024,1,8.8,1,4,3,0.4,7.85,16.64,0,2,False
C09326,D092,8,1.9,8,1,0,9.0,28.65,9.41,0,1,False
C09327,D047,25,1.8,25,1,0,0.2,42.03,12.06,0,0,False
C09328,D044,11,1.8,11,5,3,3.0,30.71,15.96,0,1,False
C09329,D072,4,8.3,4,4,2,6.4,0.0,18.26,1,3,False
C09330,D075,7,8.9,7,5,3,12.8,58.11,33.31,2,0,False
C09331,D046,16,2.0,16,7,3,3.8,52.58,41.71,1,2,False
C09332,D057,8,4.5,8,3,2,3.6,26.93,11.6,1,1,False
C09333,D029,11,0.7,11,0,0,0.1,14.56,8.56,0,3,False
C09334,D053,11,3.2,11,3,2,2.6,56.1,20.24,1,4,False
C09335,D023,7,30.0,7,8,6,20.0,39.13,24.54,1,2,False
C09336,D043,27,0.9,27,4,3,3.7,28.9,20.37,0,0,False
C09337,D039,7,14.7,7,4,3,15.8,39.2,27.23,2,1,False
C09338,D078,4,8.7,4,5,2,1.4,74.48,29.19,0,2,False
C09339,D034,113,17.9,113,1,0,0.5,0.0,2.72,0,1,False
C09340,D050,11,1.0,11,7,6,3.5,34.57,12.51,0,2,False
C09341,D027,1,1.2,1,1,0,0.6,19.5,5.48,0,4,False
C09342,D041,42,0.1,42,2,1,11.3,19.66,9.71,0,1,False
C09343,D007,42,6.4,42,5,3,3.0,25.39,14.18,1,1,False
C09344,D009,19,5.2,19,1,0,0.3,6.17,3.33,0,3,False
C09345,D018,22,1.0,22,1,0,3.4,44.94,10.44,0,2,False
C09346,D083,105,7.8,105,3,1,12.5,40.79,22.24,2,1,False
C09347,D081,4,1.8,4,3,1,1.3,31.96,10.93,1,1,False
C09348,D033,13,0.7,13,2,0,2.2,17.53,12.1,0,0,False
C09349,D069,87,2.7,87,10,8,19.9,63.34,22.55,0,1,False
C09350,D016,107,0.5,107,2,1,1.3,39.01,28.97,0,1,False
C09351,D021,8,1.5,8,2,1,2.0,51.56,31.37,2,2,False
C09352,D073,90,2.3,90,1,0,21.5,0.0,10.92,0,1,False
C09353,D047,27,9.5,27,3,2,3.5,34.01,20.33,1,2,False
C09354,D012,54,7.9,54,9,6,6.4,26.03,25.89,0,1,False
C09355,D083,26,2.9,26,3,1,2.5,11.23,11.36,0,3,False
C09356,D043,16,6.4,16,2,1,6.7,16.86,22.31,1,2,False
C09357,D002,110,4.2,110,9,5,5.5,41.29,30.64,2,3,False
C09358,D059,7,2.1,7,4,3,2.7,61.99,21.0,0,3,False
C09359,D081,81,6.5,81,3,2,4.1,45.5,29.35,0,0,False
C09360,D020,95,5.8,95,2,1,3.3,0.0,11.49,1,1,False
C09361,D034,47,4.8,47,3,2,2.1,21.9,12.53,1,2,False
C09362,D033,11,4.8,11,8,7,4.0,52.63,24.16,1,3,False
C09363,D062,15,5.7,15,3,1,2.5,27.47,21.33,0,1,False
C09364,D092,3,2.4,3,6,2,13.7,50.89,26.14,0,0,False
C09365,D059,7,10.2,7,2,1,0.5,0.0,8.9,0,2,False
C09366,D054,22,0.9,22,8,6,9.4,27.81,33.58,2,0,False
C09367,D082,2,10.8,2,0,0,6.8,19.1,6.32,0,1,False
C09368,D055,9,2.1,9,2,1,1.0,0.0,15.6,0,4,False
C09369,D041,85,0.7,85,6,4,5.6,60.61,34.45,1,3,False
C09370,D057,10,4.6,10,9,8,18.3,57.03,48.16,2,3,False
C09371,D006,34,2.4,34,0,0,0.7,0.0,4.02,0,2,False
C09372,D071,21,8.5,21,2,1,0.0,16.97,6.68,1,2,False
C09373,D028,8,2.8,8,6,4,13.0,64.39,35.28,1,2,False
C09374,D073,10,5.5,10,7,5,9.3,60.98,24.55,0,0,False
C09375,D025,14,1.8,14,2,1,9.0,44.51,21.28,0,5,False
C09376,D057,1,1.2,1,3,2,2.2,22.55,10.28,0,2,False
C09377,D040,31,2.5,31,15,7,7.5,130.11,69.29,2,1,False
C09378,D058,10,4.7,10,3,1,4.3,0.0,9.5,0,0,False
C09379,D035,32,5.3,32,18,13,4.4,45.33,46.9,1,1,False
C09380,D062,17,4.3,17,3,2,0.6,0.0,8.97,0,5,False
C09381,D096,10,22.1,10,2,1,1.8,45.87,19.57,0,0,False
C09382,D060,14,5.9,14,4,1,0.8,0.0,8.84,0,4,False
C09383,D006,14,13.4,14,4,3,3.1,19.7,23.8,0,1,False
C09384,D046,53,0.6,53,5,4,34.0,31.37,22.29,1,1,False
C09385,D044,12,0.3,12,2,0,0.4,0.21,11.19,1,3,False
C09386,D094,16,1.9,16,5,1,4.4,24.98,25.52,0,1,False
C09387,D027,3,0.7,3,5,2,21.0,33.79,28.56,1,0,False
C09388,D091,11,3.7,11,4,1,0.0,34.99,16.02,1,0,False
C09389,D082,52,3.7,52,1,0,5.0,33.82,6.75,0,3,False
C09390,D056,18,4.3,18,7,5,0.8,19.85,23.95,0,0,False
C09391,D082,4,6.8,4,4,3,6.9,19.47,39.24,0,2,False
C09392,D074,4,17.8,4,1,0,0.2,13.17,2.29,0,0,False
C09393,D065,5,10.5,5,7,6,6.3,0.0,19.27,1,0,False
C09394,D039,33,0.6,33,2,1,24.7,24.86,19.88,1,1,False
C09395,D008,29,2.1,29,3,1,6.3,34.69,14.05,1,2,False
C09396,D022,1,1.5,1,4,3,12.3,69.09,29.41,1,0,False
C09397,D019,11,1.0,11,2,1,2.3,0.0,12.21,1,4,False
C09398,D004,14,3.9,14,8,5,10.8,77.46,42.04,1,3,False
C09399,D004,4,4.0,4,1,0,2.3,0.0,9.9,0,2,False
C09400,D060,8,1.3,8,3,1,2.3,15.9,16.63,2,1,False
C09401,D098,46,6.2,46,3,1,20.8,33.37,20.07,0,2,False
C09402,D098,18,6.6,18,0,0,1.8,0.0,2.72,0,1,False
C09403,D021,7,0.1,7,9,7,9.9,29.38,14.87,0,2,False
C09404,D078,10,2.5,10,3,1,1.4,14.33,14.91,0,0,False
C09405,D023,9,11.0,9,7,3,12.7,45.79,30.71,1,2,False
C09406,D061,16,3.7,16,6,5,6.1,38.54,24.96,1,2,False
C09407,D016,2,2.1,2,1,0,0.8,4.32,3.18,0,2,False
C09408,D100,6,1.5,6,7,3,2.2,88.71,40.55,0,1,False
C09409,D018,34,1.4,34,8,6,5.8,37.55,31.85,1,1,False
C09410,D061,11,0.5,11,1,0,1.6,0.0,7.97,1,2,False
C09411,D073,5,8.5,5,2,1,3.9,45.82,11.09,0,3,False
